title	authors	doi	journal	volume	issue	pages	X.	descriptors	oldfilename	newfilename	file.location	authors.fullnames	link.to.abstract	lookup.code
326	The importance of temporal distinctiveness for forgetting over the short term.	N Unsworth, RP Heitz, NA Parks	10.1111/j.1467-9280.2008.02203.x	PS	19	11	1078-81		Adolescent, Adult, Attention, Female, Humans, Male, Memory, Short-Term, Time Factors, Young Adult	2008.PsycScience/11 November/1078.full.pdf	PS/PS-19-11-1078.pdf	Reproducibility Papers/PS/PS-19-11-1078.pdf	Nash Unsworth, Richard P Heitz, Nathan A Parks	NA	PS-19-11-1078
327	Increases in positive self-views among high school students: Birth-cohort changes in anticipated performance, self-satisfaction, self-liking, and self-competence.	JM Twenge, WK Campbell	10.1111/j.1467-9280.2008.02204.x	PS	19	11	1082-6		Achievement, Attitude, Cohort Studies, Cross-Sectional Studies, Humans, Personal Satisfaction, Questionnaires, Self Concept, Social Behavior, Social Desirability, Students [psychology]	2008.PsycScience/11 November/1082.full.pdf	PS/PS-19-11-1082.pdf	Reproducibility Papers/PS/PS-19-11-1082.pdf	Jean M Twenge, W Keith Campbell	NA	PS-19-11-1082
328	Motion extrapolation into the blind spot.	GW Maus, R Nijhawan	10.1111/j.1467-9280.2008.02205.x	PS	19	11	1087-91		Humans, Motion Perception, Space Perception, Visual Fields, Visual Pathways, Visual Perception	2008.PsycScience/11 November/1087.full.pdf	PS/PS-19-11-1087.pdf	Reproducibility Papers/PS/PS-19-11-1087.pdf	Gerrit W Maus, Romi Nijhawan	NA	PS-19-11-1087
329	Oxytocin selectively facilitates recognition of positive sex and relationship words.	C Unkelbach, AJ Guastella, JP Forgas	10.1111/j.1467-9280.2008.02206.x	PS	19	11	1092-4		Affect, Double-Blind Method, Female, Humans, Interpersonal Relations, Male, Oxytocics [administration & dosage], Oxytocin [administration & dosage], Reaction Time [drug effects], Recognition (Psychology) [drug effects], Semantics, Sexual Behavior [psychology], Vocabulary, Young Adult	2008.PsycScience/11 November/1092.full.pdf	PS/PS-19-11-1092.pdf	Reproducibility Papers/PS/PS-19-11-1092.pdf	Christian Unkelbach, Adam J Guastella, Joseph P Forgas	NA	PS-19-11-1092
330	Spacing effects in learning: A temporal ridgeline of optimal retention.	NJ Cepeda, E Vul, D Rohrer, JT Wixted, H Pashler	10.1111/j.1467-9280.2008.02209.x	PS	19	11	1095-102		Adolescent, Adult, Aged, Female, Humans, Learning, Male, Memory, Middle Aged, Retention (Psychology), Space Perception, Time Factors, Young Adult	2008.PsycScience/11 November/1095.full.pdf	PS/PS-19-11-1095.pdf	Reproducibility Papers/PS/PS-19-11-1095.pdf	Nicholas J Cepeda, Edward Vul, Doug Rohrer, John T Wixted, Harold Pashler	NA	PS-19-11-1095
331	Categorical scaling of duration bisection in pigeons (columba livia), mice (mus musculus), and humans (homo sapiens).	TB Penney, J Gibbon, WH Meck	10.1111/j.1467-9280.2008.02210.x	PS	19	11	1103-9		Adult, Aged, Animals, Cognition, Columbidae, Decision Making, Female, Humans, Male, Mice, Middle Aged, Species Specificity, Time Perception, Young Adult	2008.PsycScience/11 November/1103.full.pdf	PS/PS-19-11-1103.pdf	Reproducibility Papers/PS/PS-19-11-1103.pdf	Trevor B Penney, John Gibbon, Warren H Meck	NA	PS-19-11-1103
332	Limits on introspection: Distorted subjective time during the dual-task bottleneck.	G Corallo, J Sackur, S Dehaene, M Sigman	10.1111/j.1467-9280.2008.02211.x	PS	19	11	1110-7		Attention, Cognition, Consciousness, Humans, Reaction Time, Refractory Period, Psychological, Time Perception, Young Adult	2008.PsycScience/11 November/1110.full.pdf	PS/PS-19-11-1110.pdf	Reproducibility Papers/PS/PS-19-11-1110.pdf	Guido Corallo, Jérôme Sackur, Stanislas Dehaene, Mariano Sigman	NA	PS-19-11-1110
333	Boundary conditions on unconscious thought in complex decision making.	JW Payne, A Samper, JR Bettman, MF Luce	10.1111/j.1467-9280.2008.02212.x	PS	19	11	1118-23		Adolescent, Adult, Choice Behavior, Decision Making, Female, Humans, Male, Middle Aged, Thinking, Unconscious (Psychology), Young Adult	2008.PsycScience/11 November/1118.full.pdf	PS/PS-19-11-1118.pdf	Reproducibility Papers/PS/PS-19-11-1118.pdf	John W Payne, Adriana Samper, James R Bettman, Mary Frances Luce	NA	PS-19-11-1118
334	Parental education moderates genetic influences on reading disability.	A Friend, JC DeFries, RK Olson	10.1111/j.1467-9280.2008.02213.x	PS	19	11	1124-30		Adult, Child, Child of Impaired Parents [statistics & numerical data], Dyslexia [diagnosis], Educational Status, Female, Humans, Male, Parents, Prevalence, Severity of Illness Index, Twins [genetics], Wechsler Scales	2008.PsycScience/11 November/1124.full.pdf	PS/PS-19-11-1124.pdf	Reproducibility Papers/PS/PS-19-11-1124.pdf	Angela Friend, John C DeFries, Richard K Olson	NA	PS-19-11-1124
335	The neural substrates of in-group bias: A functional magnetic resonance imaging investigation.	JJ Van Bavel, DJ Packer, WA Cunningham	10.1111/j.1467-9280.2008.02214.x	PS	19	11	1131-9		Adult, Amygdala [physiology], Corpus Striatum [physiology], Ethnic Groups, Face, Female, Group Processes, Humans, Magnetic Resonance Imaging, Male, Neural Pathways [physiology], Prefrontal Cortex [physiology], Social Desirability, Stereotyping, Visual Perception	2008.PsycScience/11 November/1131.full.pdf	PS/PS-19-11-1131.pdf	Reproducibility Papers/PS/PS-19-11-1131.pdf	Jay J Van Bavel, Dominic J Packer, William A Cunningham	NA	PS-19-11-1131
336	Within-person relationships among daily self-esteem, need satisfaction, and authenticity.	WL Heppner, MH Kernis, JB Nezlek, J Foster, CE Lakey, BM Goldman	10.1111/j.1467-9280.2008.02215.x	PS	19	11	1140-5		Female, Humans, Interpersonal Relations, Male, Personal Autonomy, Personal Satisfaction, Self Concept, Self Efficacy, Young Adult	2008.PsycScience/11 November/1140.full.pdf	PS/PS-19-11-1140.pdf	Reproducibility Papers/PS/PS-19-11-1140.pdf	Whitney L Heppner, Michael H Kernis, John B Nezlek, Joshua Foster, Chad E Lakey, Brian M Goldman	NA	PS-19-11-1140
337	Stop the presses: Dissociating a selective from a global mechanism for stopping.	AR Aron, F Verbruggen	10.1111/j.1467-9280.2008.02216.x	PS	19	11	1146-53		Attention, Attitude, Brain [physiology], Choice Behavior, Cognition, Humans, Impulse Control Disorders [prevention & control], Reaction Time	2008.PsycScience/11 November/1146.full.pdf	PS/PS-19-11-1146.pdf	Reproducibility Papers/PS/PS-19-11-1146.pdf	Adam R Aron, Frederick Verbruggen	NA	PS-19-11-1146
338	Mistaken identity: Activating conservative political identities induces ''conservative'' financial decisions.	MW Morris, E Carranza, CR Fox	10.1111/j.1467-9280.2008.02217.x	PS	19	11	1154-60		Decision Making, Financial Management, Humans, Politics, Social Identification	2008.PsycScience/11 November/1154.full.pdf	PS/PS-19-11-1154.pdf	Reproducibility Papers/PS/PS-19-11-1154.pdf	Michael W Morris, Erica Carranza, Craig R Fox	NA	PS-19-11-1154
339	Features for identification of uppercase and lowercase letters.	D Fiset, C Blais, C Ethier-Majcher, M Arguin, D Bub, F Gosselin	10.1111/j.1467-9280.2008.02218.x	PS	19	11	1161-8		Humans, Linguistics, Recognition (Psychology), Visual Perception	2008.PsycScience/11 November/1161.full.pdf	PS/PS-19-11-1161.pdf	Reproducibility Papers/PS/PS-19-11-1161.pdf	Daniel Fiset, Caroline Blais, Catherine Ethier-Majcher, Martin Arguin, Daniel Bub, Frédéric Gosselin	NA	PS-19-11-1161
340	Initial training with difficult items facilitates information integration, but not rule-based category learning.	BJ Spiering, FG Ashby	10.1111/j.1467-9280.2008.02219.x	PS	19	11	1169-77		Decision Making, Humans, Information Management, Learning, Social Facilitation, Time Factors	2008.PsycScience/11 November/1169.full.pdf	PS/PS-19-11-1169.pdf	Reproducibility Papers/PS/PS-19-11-1169.pdf	Brian J Spiering, F Gregory Ashby	NA	PS-19-11-1169
341	Connecting the dots within: Creative performance and identity integration.	CY Cheng, J Sanchez-Burks, F Lee	10.1111/j.1467-9280.2008.02220.x	PS	19	11	1178-84		Creativeness, Female, Humans, Social Identification, Young Adult	2008.PsycScience/11 November/1178.full.pdf	PS/PS-19-11-1178.pdf	Reproducibility Papers/PS/PS-19-11-1178.pdf	Chi-Ying Cheng, Jeffrey Sanchez-Burks, Fiona Lee	NA	PS-19-11-1178
342	A cross-species investigation of acetylcholine, attention, and feature binding.	LC Botly, E De Rosa	10.1111/j.1467-9280.2008.02221.x	PS	19	11	1185-93		Acetylcholine [metabolism], Animals, Attention [drug effects], Humans, Learning [drug effects], Male, Muscarinic Antagonists [administration & dosage], Rats, Rats, Long-Evans, Scopolamine Hydrobromide [administration & dosage]	2008.PsycScience/11 November/1185.full.pdf	PS/PS-19-11-1185.pdf	Reproducibility Papers/PS/PS-19-11-1185.pdf	Leigh C P Botly, Eve De Rosa	NA	PS-19-11-1185
343	Contextualizing change in marital satisfaction during middle age: An 18-year longitudinal study.	SM Gorchoff, OP John, R Helson	10.1111/j.1467-9280.2008.02222.x	PS	19	11	1194-200		Cross-Sectional Studies, Family [psychology], Female, Follow-Up Studies, Happiness, Humans, Male, Marriage [psychology], Middle Aged, Personal Satisfaction, Questionnaires	2008.PsycScience/11 November/1194.full.pdf	PS/PS-19-11-1194.pdf	Reproducibility Papers/PS/PS-19-11-1194.pdf	Sara M Gorchoff, Oliver P John, Ravenna Helson	NA	PS-19-11-1194
344	The source of enhanced cognitive control in bilinguals: Evidence from bimodal bilinguals.	K Emmorey, G Luk, JE Pyers, E Bialystok	10.1111/j.1467-9280.2008.02224.x	PS	19	12	1201-6		Analysis of Variance, Choice Behavior [physiology], Cognition [physiology], Discrimination (Psychology) [physiology], Female, Humans, Language, Male, Middle Aged, Multilingualism, Psycholinguistics, Psychomotor Performance [physiology], Reaction Time [physiology], Task Performance and Analysis	2008.PsycScience/12 December/1201.full.pdf	PS/PS-19-12-1201.pdf	Reproducibility Papers/PS/PS-19-12-1201.pdf	Karen Emmorey, Gigi Luk, Jennie E Pyers, Ellen Bialystok	NA	PS-19-12-1201
345	The cognitive benefits of interacting with nature.	MG Berman, J Jonides, S Kaplan	10.1111/j.1467-9280.2008.02225.x	PS	19	12	1207-12		Affect [physiology], Analysis of Variance, Attention [physiology], Cognition [physiology], Cues, Environment, Female, Humans, Male, Nature, Orientation [physiology], Pattern Recognition, Visual [physiology], Psychiatric Status Rating Scales [statistics & numerical data], Students [psychology], Task Performance and Analysis, Walking [psychology], Young Adult	2008.PsycScience/12 December/1207.full.pdf	PS/PS-19-12-1207.pdf	Reproducibility Papers/PS/PS-19-12-1207.pdf	Marc G Berman, John Jonides, Stephen Kaplan	NA	PS-19-12-1207
346	When the truth is not too hard to handle: An event-related potential study on the pragmatics of negation.	MS Nieuwland, GR Kuperberg	10.1111/j.1467-9280.2008.02226.x	PS	19	12	1213-8		Adult, Affect [physiology], Analysis of Variance, Communication, Comprehension [physiology], Deception, Electroencephalography [statistics & numerical data], Evoked Potentials [physiology], Female, Humans, Language, Male, Reading, Semantics, Young Adult	2008.PsycScience/12 December/1213.full.pdf	PS/PS-19-12-1213.pdf	Reproducibility Papers/PS/PS-19-12-1213.pdf	Mante S Nieuwland, Gina R Kuperberg	NA	PS-19-12-1213
347	With a clean conscience: Cleanliness reduces the severity of moral judgments.	S Schnall, J Benton, S Harvey	10.1111/j.1467-9280.2008.02227.x	PS	19	12	1219-22		Adult, Analysis of Variance, Communication, Conscience, Cues, Emotions [physiology], Female, Great Britain, Humans, Intuition [physiology], Judgment [physiology], Male, Morals, Social Behavior, Social Perception, Students [psychology], Young Adult	2008.PsycScience/12 December/1219.full.pdf	PS/PS-19-12-1219.pdf	Reproducibility Papers/PS/PS-19-12-1219.pdf	Simone Schnall, Jennifer Benton, Sophie Harvey	NA	PS-19-12-1219
348	Differential processing of consonants and vowels in lexical access through reading.	B New, V Araújo, T Nazzi	10.1111/j.1467-9280.2008.02228.x	PS	19	12	1223-7		Adult, Analysis of Variance, Cognition [physiology], Cues, Decision Making [physiology], Humans, Language, Paris, Perceptual Masking [physiology], Phonetics, Reaction Time [physiology], Reading, Reproducibility of Results, Students [psychology], Task Performance and Analysis, Visual Perception [physiology]	2008.PsycScience/12 December/1223.full.pdf	PS/PS-19-12-1223.pdf	Reproducibility Papers/PS/PS-19-12-1223.pdf	Boris New, Verónica Araújo, Thierry Nazzi	NA	PS-19-12-1223
349	Preference invites categorization.	R Smallman, NJ Roese	10.1111/j.1467-9280.2008.02229.x	PS	19	12	1228-32		Affect [physiology], Association Learning [physiology], Cognition [physiology], Conditioning (Psychology) [physiology], Goals, Humans, Photic Stimulation [methods], Students [psychology], Task Performance and Analysis	2008.PsycScience/12 December/1228.full.pdf	PS/PS-19-12-1228.pdf	Reproducibility Papers/PS/PS-19-12-1228.pdf	Rachel Smallman, Neal J Roese	NA	PS-19-12-1228
350	An in-group advantage in detecting intergroup anxiety.	HM Gray, WB Mendes, C Denny-Brown	10.1111/j.1467-9280.2008.02230.x	PS	19	12	1233-7		Adolescent, Adult, African Americans [psychology], Analysis of Variance, Anxiety [diagnosis], Boston, Continental Population Groups [psychology], Emotions [physiology], European Continental Ancestry Group [psychology], Female, Group Processes, Humans, Hydrocortisone [metabolism], Interpersonal Relations, Male, Middle Aged, Reproducibility of Results, Self Disclosure, Social Behavior, Stress, Psychological [diagnosis], Young Adult	2008.PsycScience/12 December/1233.full.pdf	PS/PS-19-12-1233.pdf	Reproducibility Papers/PS/PS-19-12-1233.pdf	Heather M Gray, Wendy Berry Mendes, Carrigan Denny-Brown	NA	PS-19-12-1233
351	Looking to the future to appreciate the present: The benefits of perceived temporal scarcity.	JL Kurtz	10.1111/j.1467-9280.2008.02231.x	PS	19	12	1238-41		Attention [physiology], Emotions [physiology], Female, Follow-Up Studies, Humans, Life Change Events, Male, Motivation, Perception [physiology], Questionnaires, Students [psychology], Time, Virginia	2008.PsycScience/12 December/1238.full.pdf	PS/PS-19-12-1238.pdf	Reproducibility Papers/PS/PS-19-12-1238.pdf	Jaime L Kurtz	NA	PS-19-12-1238
352	Gender recognition of human faces using color.	A Nestor, MJ Tarr	10.1111/j.1467-9280.2008.02232.x	PS	19	12	1242-6		Color Perception [physiology], Cues, Face, Humans, Pattern Recognition, Visual [physiology], Photic Stimulation [methods], Recognition (Psychology) [physiology], Rhode Island, Sex Characteristics, Students [psychology], Young Adult	2008.PsycScience/12 December/1242.full.pdf	PS/PS-19-12-1242.pdf	Reproducibility Papers/PS/PS-19-12-1242.pdf	Adrian Nestor, Michael J Tarr	NA	PS-19-12-1242
353	Twelve-month-old infants benefit from prior experience in statistical learning.	J Lany, RL Gómez	10.1111/j.1467-9280.2008.02233.x	PS	19	12	1247-52		Discrimination (Psychology) [physiology], Female, Generalization (Psychology) [physiology], Habituation, Psychophysiologic [physiology], Humans, Infant, Infant Behavior [psychology], Language, Learning [physiology], Male, Recognition (Psychology) [physiology], Sex Distribution, Statistics as Topic, Task Performance and Analysis	2008.PsycScience/12 December/1247.full.pdf	PS/PS-19-12-1247.pdf	Reproducibility Papers/PS/PS-19-12-1247.pdf	Jill Lany, Rebecca L Gómez	NA	PS-19-12-1247
354	An attentional mechanism for selecting appropriate actions afforded by graspable objects.	D Loach, A Frischen, N Bruce, JK Tsotsos	10.1111/j.1467-9280.2008.02234.x	PS	19	12	1253-7		Adolescent, Adult, Analysis of Variance, Attention [physiology], Cognition [physiology], Female, Humans, Inhibition (Psychology), Male, Reaction Time [physiology], Students [psychology], Visual Perception [physiology], Young Adult	2008.PsycScience/12 December/1253.full.pdf	PS/PS-19-12-1253.pdf	Reproducibility Papers/PS/PS-19-12-1253.pdf	Daniel Loach, Alexandra Frischen, Neil Bruce, John K Tsotsos	NA	PS-19-12-1253
355	Powerful people make good decisions even when they consciously think.	PK Smith, A Dijksterhuis, DH Wigboldus	10.1111/j.1467-9280.2008.02207.x	PS	19	12	1258-9		Adult, Attention [physiology], Cognition [physiology], Consciousness [physiology], Cues, Decision Making [physiology], Female, Humans, Male, Power (Psychology), Students [psychology], Task Performance and Analysis, Thinking [physiology], Young Adult	2008.PsycScience/12 December/1258.full.pdf	PS/PS-19-12-1258.pdf	Reproducibility Papers/PS/PS-19-12-1258.pdf	Pamela K Smith, Ap Dijksterhuis, Daniël H J Wigboldus	NA	PS-19-12-1258
356	The sting of intentional pain.	K Gray, DM Wegner	10.1111/j.1467-9280.2008.02208.x	PS	19	12	1260-2		Analysis of Variance, Electric Stimulation [methods], Female, Humans, Intention, Male, Pain [psychology], Pain Measurement [methods], Perception [physiology], Social Behavior, Task Performance and Analysis	2008.PsycScience/12 December/1260.full.pdf	PS/PS-19-12-1260.pdf	Reproducibility Papers/PS/PS-19-12-1260.pdf	Kurt Gray, Daniel M Wegner	NA	PS-19-12-1260
357	Is relative pitch specific to pitch?	JH McDermott, AJ Lehr, AJ Oxenham	10.1111/j.1467-9280.2008.02235.x	PS	19	12	1263-71		Acoustic Stimulation [methods], Adult, Female, Humans, Intuition [physiology], Male, Pitch Discrimination [physiology], Pitch Perception [physiology], ROC Curve, Recognition (Psychology) [physiology], Task Performance and Analysis, Young Adult	2008.PsycScience/12 December/1263.full.pdf	PS/PS-19-12-1263.pdf	Reproducibility Papers/PS/PS-19-12-1263.pdf	Josh H McDermott, Andriana J Lehr, Andrew J Oxenham	NA	PS-19-12-1263
358	The fragility of intergroup relations: Divergent effects of delayed audiovisual feedback in intergroup and intragroup interaction.	AR Pearson, TV West, JF Dovidio, SR Powers, R Buck, R Henning	10.1111/j.1467-9280.2008.02236.x	PS	19	12	1272-9		Anxiety, Communication, Continental Population Groups [psychology], Ethnic Groups [psychology], Female, Group Processes, Humans, Interpersonal Relations, Male, Minority Groups [psychology], Motivation, Reproducibility of Results, Self Disclosure, Social Perception, Students [psychology], Time, United States, Video Recording	2008.PsycScience/12 December/1272.full.pdf	PS/PS-19-12-1272.pdf	Reproducibility Papers/PS/PS-19-12-1272.pdf	Adam R Pearson, Tessa V West, John F Dovidio, Stacie Renfro Powers, Ross Buck, Robert Henning	NA	PS-19-12-1272
